,idmes,author_id,text,date,replay_id,fwd_info
44,21790,880662023.0,"На рынке Мадина там куда весь город ходит покушать плов и лагман тоже если присмотрется антисанитария,но за более чем 20лет не было ни одного случая отравления.Дело в том что там продукты всегда свежие утром приносят готовят и продают впрок не оставляют ничего,холодильников нету у них элементарно так как хранить нечего там,ничего не остается после обеда уже, тоже самое наблюдал и в Ташкенте.
А вот европейская кухня Империя Пиццы где нет антисанитарии неделями хранят котлеты,манты,тесто,мясо,рыбу итд как результат массовое отравления суши и роллы",2022-04-02 07:28:49+00:00,21784.0,
45,21789,685524064.0,"Спасибо! Я вот тоже заметил, что качество хромает, а цены лютые. Надеюсь, скоро можно будет в Алматы гонять за шопингом )",2022-04-02 07:27:54+00:00,21787.0,
46,21788,452941061.0,секондхенд?,2022-04-02 07:27:25+00:00,21787.0,
47,21787,291619693.0,"Обувь заказываю с Amazon(потому что спецефичную ношу) либо Skechers(ЦУМ/БишкекПарк). Джинсы на Ортосае у знакомых беру. Верхнюю одежду заказываю - amazon/gearbest/wildberries. В основном, то что тут продают мне не очень нравится, да еще и оверпрайс местами.",2022-04-02 07:26:27+00:00,21746.0,
48,21786,5124628541.0,"Ахха, ну хотя бы так)))
 Но в целом, прожив около 4-х лет, отделалась единственным случаем неудачного знакомства с несвежей дыней)",2022-04-02 07:26:12+00:00,21785.0,
49,21785,452941061.0,"шансы те же :) просто у вас будет иммунитет на те же заболевания, к которым иммунитет у ваших продавцов :)",2022-04-02 07:24:46+00:00,21784.0,
50,21784,5124628541.0,"Азия и антисанитария вообще братья навек. Причем любая Азия.
 Поэтому я предпочитаю покупать у одних и тех же продавцов, проверенных. И продукт хороший, и шанс что бы то ни было подхватить значительно ниже. Не стерильно, но бактериологический фон в норме)))
Ну и принцип проходимости в кафе блюду",2022-04-02 07:22:54+00:00,21760.0,
51,21783,1080456878.0,"Подскажите, пожалуйста, проверенный недорогой отель на два-три дня.",2022-04-02 07:21:12+00:00,,
52,21782,2095765818.0,"Я покупаю онлайн из глобуса, очень удобно, все на дом",2022-04-02 07:20:42+00:00,21773.0,
53,21781,119461902.0,"Но если вы выросли когда все мыли с мылом, воду кипятили, вряд ли стоит облизывать грязь)",2022-04-02 07:20:21+00:00,,
54,21780,444876025.0,"На любителя, гм, такие развлечения.",2022-04-02 07:19:44+00:00,21778.0,
55,21779,119461902.0,"Немытое с рынка не очень-то полезно. А вот со своего огорода можно и не мыть (если не вроде шоссе). Но и стерильность вредна, это правда. Но это больше про формирование иммунитета у детей. Им бы в деревню и тд",2022-04-02 07:19:44+00:00,,
56,21778,457117562.0,Это не значит что первые пару раз вы не столкнетесь с непреодолимыми тягами и турбулентностями) но лучше закалять свой желудок,2022-04-02 07:19:07+00:00,21775.0,
57,21777,685524064.0,"А чем русские рынки лучше? Имхо, там всё в таком же состоянии, как на местных рынках. Не вижу разницы. В супермаркетах в России выбора побольше, а вот рынки как-то ничем особо не отличаются",2022-04-02 07:19:02+00:00,,
58,21776,1352424980.0,Ну это смотря кому... Даже на самый железный желудок находится своя хитрая бактерия),2022-04-02 07:18:18+00:00,,
59,21775,444876025.0,"Да это-то можно, но Евгений выше уверяет, что немытое полезнее.",2022-04-02 07:17:22+00:00,21774.0,
60,21774,1352424980.0,"А донести до дома и помыть не судьба? Ну или с собой бутылку с водой принести, если уж невтерпеж? Как вариант купить воду в бутылке... Вы б еще Пржевальского вспомнили, помнится он от воды из арыка или из реки того...",2022-04-02 07:16:25+00:00,21768.0,
61,21773,107006533.0,День добрый! Подскажите кто и в каких продуктовых магазинах закупается? Где цены и выбор лучше?,2022-04-02 07:16:06+00:00,,
62,21771,685524064.0,"Кстати, если человек будет жить в теоритически полностью стерильных условиях долгое время, то выйдя потом на обычную улицу он умрет от любого безобидного микроба. Иммунитет исчезнет",2022-04-02 07:14:47+00:00,,
63,21770,123422466.0,"Командная работа, так сказать",2022-04-02 07:14:21+00:00,21769.0,
64,21769,444876025.0,"Ага, а лямблии и другие паразиты ещё помогают похудеть😂",2022-04-02 07:14:01+00:00,21768.0,
65,21768,123422466.0,Полезно есть немытые овощи?)),2022-04-02 07:13:29+00:00,21765.0,
66,21766,444876025.0,"Да у меня и тут холодильник есть, зачем мне в Англию. Думаю, и такое скоро здесь запретят, если ещё не. Да запретили уже небось, просто санитарные инспекции гонять не любят.",2022-04-02 07:13:18+00:00,,
67,21765,457117562.0,"Х) люди привыкли к стерильности за пандемию, а между тем мои знакомые врачи и ученные говорят, что полезно поесть из грязной посуды, немытые овощи итд.
Кто Рамазан соблюдает? Может попробуем.",2022-04-02 07:12:53+00:00,,
68,21764,685524064.0,С ценами в пять раз дороже таких же шмоток в России,2022-04-02 07:11:31+00:00,21752.0,
69,21763,112260661.0,,2022-04-02 07:11:27+00:00,,
70,21761,678503543.0,Казы наверное,2022-04-02 07:09:46+00:00,19796.0,
71,21760,444876025.0,"Иногда прохожу мимо и смотрю на эти антисанитарные условия. Пока они по холодку без холодильников стояли, ещё ладно, но сейчас?
Да, конечно, холодильники были не всегда, но мы уже минимум четвёртое поколение, живущее с холодильником в условиях борьбы с бактериями. Вряд ли иммунитет такое переварит🙈",2022-04-02 07:08:17+00:00,,
72,21758,204912743.0,,2022-04-02 07:05:30+00:00,,
73,21754,605954384.0,В Плазе 2 норм бренды,2022-04-02 06:59:34+00:00,21750.0,
74,21753,127791243.0,"Я знаю несколько, но там только женское) и недёшево. Именно наши делают",2022-04-02 06:59:16+00:00,21750.0,
75,21752,66271452.0,"В азия молле нормальные магазины с одеждой, кмк",2022-04-02 06:58:22+00:00,,
76,21750,880662023.0,Неужели у нас нет норм брендов?,2022-04-02 06:58:11+00:00,21748.0,
77,21748,127791243.0,"Да пожалуй нигде. Раньше вот как раз в Алматы гоняли, потом стало нельзя. Я заказываю в основном, Амазон, 6pm
Из России кучу одежды привозила 😁
Точнее можно, но цены неадекватные.",2022-04-02 06:56:15+00:00,21746.0,
78,21747,685524064.0,"Я бы в Алматы шопиться поехал, если наземную границу откроют",2022-04-02 06:53:43+00:00,,
79,21746,685524064.0,"Катати, по одежде печалька тут. Норм одежду по адекватной цене сложно найти. А хорошая одежда стоит в три раза дороже такой же одежды в России. Если кто знает, где тут можно хорошую одежду и обувь купить, посоветуйте",2022-04-02 06:52:50+00:00,21742.0,
80,21745,265996080.0,"Лол) так вот почему у меня часто спрашивают, откуда я такой приехал",2022-04-02 06:51:06+00:00,21598.0,
81,21744,106388255.0,но лучше для достоверности уточнить у охраны,2022-04-02 06:49:49+00:00,,
82,21743,106388255.0,"живая очередь у них ведется, когда нет ажиотажа. Сейчас заявок много, поэтому даже на справки о несудимости сперва онлайн очередь, а потом только подача, хотя еще в февраля была живая очередь",2022-04-02 06:49:01+00:00,21741.0,
83,21742,507700513.0,"солнце было, загорел чуток. а если еще и одежду местную купил, то полностью замаскировался",2022-04-02 06:47:34+00:00,21657.0,
84,21741,147412887.0,"А живой очереди нет? И там вроде какой то лист ожидания есть, он не работает?",2022-04-02 06:47:14+00:00,21740.0,
85,21740,106388255.0,"мы начали процесс в конце февраля, весь март ждали в онлайн очереди на подачу, вчера подали на био 10 лет, сказали ожидание изготовления до 2 мес.
Итого 3 мес полный срок",2022-04-02 06:45:18+00:00,21733.0,
86,21739,17953564.0,"Уже возвращают вроде
https://kaktus.media/doc/454702_kazahstan_soglasilsia_vozobnovit_jeleznodorojnyy_passajirskiy_tranzit._no_est_yslovie.html",2022-04-02 06:44:12+00:00,21736.0,
87,21736,147412887.0,"Мож кто здесь давно, не в курсе, поезд москва бишкек отменили из-за ковида и есть ли шанс, что его вернут?",2022-04-02 06:41:50+00:00,,
88,21735,500637312.0,"Моожно попасть!!!
Не паникуйте. На такси можно поехать до границы. Таксисту скажете до границы в Кордай. Максимум 1000сом будет. Пересекаете границу а там таксисты до Алматы прям на границе ждут. До алматы где то 2-3тыс сомов кажется.",2022-04-02 06:41:50+00:00,21670.0,
89,21733,147412887.0,"А есть кто на загран в бишкеке подавался?
Правда что старого образца могут быстро сделать, а биометрию до полугода?
И есть ли живая очередь или только через сайт?",2022-04-02 06:39:45+00:00,,
90,21731,432542938.0,"Ого. Ну у нас тоже много, техника, инструменты",2022-04-02 06:39:09+00:00,21729.0,
91,21730,171115995.0,"Это транспортная компания, возят из РФ в КР частные грузы. У нас половина газельки, 530 кг, вышло на 47к всего",2022-04-02 06:38:43+00:00,21727.0,
92,21729,17953564.0,"530 килограмм 
https://nrg-tk.ru",2022-04-02 06:38:27+00:00,21727.0,
93,21728,269811124.0,"https://restartpro.kg/
хороший мастер",2022-04-02 06:38:19+00:00,21663.0,
94,21727,432542938.0,"Ого, а много у вас вещей? ТК Энергия это Доставка какая то?",2022-04-02 06:37:55+00:00,21726.0,
95,21726,171115995.0,"А пока сами прилетели aero.kg, вещи отправили ТК Энергия",2022-04-02 06:36:36+00:00,21721.0,
96,21725,171115995.0,"Мы сами ждём открытия, как только откроют границу, вернёмся за своей машиной",2022-04-02 06:36:00+00:00,21721.0,
97,21724,171115995.0,Слышала мнение что дают своим авиакомпаниям заработать,2022-04-02 06:34:54+00:00,21723.0,
98,21723,880662023.0,КЗ тоже запарили постоянно какие то припоны делают,2022-04-02 06:34:27+00:00,,
99,21722,171115995.0,"https://kazembassy.ru/rus/konsulstvo/poryadok_peresecheniya_granicy/

Следите за обновлениями вот здесь",2022-04-02 06:33:18+00:00,21721.0,
100,21721,432542938.0,,2022-04-02 06:32:08+00:00,,
101,21720,171115995.0,"Без разницы, нельзя всё равно",2022-04-02 06:31:55+00:00,21719.0,
102,21719,432542938.0,"Так а если мы транзитом, мы же не будет останавливаться там ?) Так же не пропустят?",2022-04-02 06:31:20+00:00,21717.0,
103,21717,171115995.0,"Не смогут, наземная граница закрыта для всех, кто не
· гражданин Казахстана
· едет на лечение в Казахстан
· едут к близким родственникам в Казахстан
· водитель и экспедитор грузовой машины с официальным грузом и документами на него в/через Казахстан",2022-04-02 06:29:43+00:00,21716.0,
104,21716,127791243.0,"А вот сможете ли вы из России заехать в Казахстан, это большой вопрос",2022-04-02 06:27:49+00:00,21712.0,
105,21715,171115995.0,"На данный момент так не получится, если вы не граждане Казахстана, вы не сможете по земле заехать в Казахстан",2022-04-02 06:27:09+00:00,21712.0,
106,21714,127791243.0,"Да, так и есть. Из Казахстана в Кыргызстан можно наземно",2022-04-02 06:26:27+00:00,21710.0,
107,21713,127791243.0,"Чтобы пройти границу с Кыргызстаном, надо будет на казаха как то доки оформить собачьи, в паспор вписать или в ветеринарный сертификат, а то могут не пустить",2022-04-02 06:25:54+00:00,21708.0,
108,21712,432542938.0,Так ли это. Мы просто хотим на машине из России в Кыргызстан попасть. Тоже интересен этот вопрос про границы. Возможно ли это,2022-04-02 06:25:03+00:00,,
109,21711,5124628541.0,"Так а сейчас вы через какой город зверя отправляете, через Москву?",2022-04-02 06:24:21+00:00,21708.0,
110,21710,432542938.0,"Написано в статье что мол с Казахстана в Кыргызстан могут проехать, а обратно нет",2022-04-02 06:23:52+00:00,,
111,21709,432542938.0,https://www.google.com/amp/s/rus.azattyk.org/amp/31755338.html,2022-04-02 06:23:10+00:00,,
112,21708,350161846.0,Нет кого в сопровождение отдать(,2022-04-02 06:23:01+00:00,,
113,21707,432542938.0,,2022-04-02 06:22:39+00:00,21699.0,
114,21706,5124628541.0,"Есть билеты, и дешевые.
 Авиатраффик местный летает. А до Казани поездом.
Ну, как вариант",2022-04-02 06:22:31+00:00,,
115,21705,5124628541.0,,2022-04-02 06:22:00+00:00,21700.0,
116,21703,588586575.0,"Планета Сервис. Сейчас контакты добавлю. Планета Трейд-Сервис
ТЦ Планета Электроники, проспект Жибек-Жолу, 501, цокольный этаж, Бишкек
+996 557-59-59-55
+996 (312) 59-59-36
+996 (312) 59-59-35
https://go.2gis.com/2u79d5",2022-04-02 06:20:37+00:00,21663.0,
117,21702,123008231.0,"Вы можете в Алматы на самолёте, обратно на машине. Граница только в ту сторону закрыта",2022-04-02 06:20:12+00:00,21672.0,
118,21701,1713863281.0,"Тяжелоо 😅😅
Ну ладушки, спасибо!",2022-04-02 06:20:01+00:00,21699.0,
119,21700,350161846.0,а я соскучился уже по жопе этой,2022-04-02 06:19:27+00:00,21697.0,
120,21699,171115995.0,"Через Казахстан нет, только через границу с Узбекистаном, через Ош",2022-04-02 06:19:12+00:00,21695.0,
121,21698,5124628541.0,"Только через Ош, где прямая граница",2022-04-02 06:18:33+00:00,21695.0,
122,21697,350161846.0,Такие рейсы только в конце апреля,2022-04-02 06:17:53+00:00,21693.0,
123,21695,1713863281.0,"Поняла 
А если попробовать на машине в Ташкент , тоже не пропустят ?",2022-04-02 06:17:10+00:00,21671.0,
124,21693,5124628541.0,"Так может до Казани,а не до Алматы? Или Москвы",2022-04-02 06:15:07+00:00,21690.0,
125,21692,171115995.0,"А, блин, точно 😢",2022-04-02 06:14:56+00:00,21690.0,
126,21690,350161846.0,Закрыты же перелеты над Краснодаром,2022-04-02 06:13:51+00:00,21689.0,
127,21689,171115995.0,"Сюда прямые рейсы есть из Краснодара, кстати!
У нас тоже не мелочь, 20 кг, в багаже летела",2022-04-02 06:13:25+00:00,21686.0,
128,21687,350161846.0,Да у меня голден ретривер. Слоняра 30кг ростом. Так что проблематично немного,2022-04-02 06:12:55+00:00,,
129,21686,350161846.0,Краснодар,2022-04-02 06:12:17+00:00,,
130,21685,171115995.0,"А откуда везёте?
Наша кстати нормально перенесла полёт в итоге.",2022-04-02 06:12:11+00:00,21679.0,
131,21684,452941061.0,с собаками важно вместо казаха не наткнутся на корейца :),2022-04-02 06:11:56+00:00,,
132,21683,880662023.0,😁,2022-04-02 06:11:43+00:00,21679.0,
133,21682,171115995.0,"Найдёте такого казахстанца, маякните, пожалуйста, нам тоже кое-что надо из их аптек 🥲🥲🥲",2022-04-02 06:10:56+00:00,21678.0,
134,21681,5124628541.0,"У меня мама и родилась здесь, и торгуется в удовольствие так, что торговцы разбегаются, но здесь реально сбросить процентов 20, это максимум. Чтобы вдвое - не слышала такого.",2022-04-02 06:10:46+00:00,21651.0,
135,21679,350161846.0,"Да боюсь крыша у нее поедет если самолетами, да еще и с пересадками",2022-04-02 06:10:37+00:00,21676.0,
136,21678,350161846.0,"Ну да, понял) Так впринципе и хотел) Спасибо большое",2022-04-02 06:10:07+00:00,21677.0,
137,21677,1352424980.0,"Попробуйте найти казаха, который вам вашу собаку доставит. Им через границу и обратно можно, это остальным нельзя.",2022-04-02 06:09:44+00:00,21674.0,
138,21676,171115995.0,Ну или можно самолётом. Воздухом в/из Казахстана можно всем гонять. Только наземные границы закрыты,2022-04-02 06:09:34+00:00,21675.0,
139,21675,350161846.0,"А ну тогда нормас, живем живем",2022-04-02 06:08:58+00:00,21673.0,
140,21674,350161846.0,"Просто у меня собака осталась в России, пытаюсь ее перевезти сюда, но все доставки идут только до Алматы",2022-04-02 06:08:28+00:00,,
141,21673,171115995.0,Да,2022-04-02 06:08:17+00:00,21672.0,
142,21672,350161846.0,"То есть, если какой-нибудь казах поедет в из Алматы в Бишкек, он сможет проехать?",2022-04-02 06:07:56+00:00,,
143,21671,171115995.0,"Пока граница Казахстана закрыта для не-граждан этой страны, всё ещё ковидные ограничения",2022-04-02 06:07:24+00:00,21017.0,
144,21670,350161846.0,Вообще ни как не попасть из Алматы в Бишкек? Подстава(,2022-04-02 06:07:01+00:00,,
145,21669,350161846.0,Да вы что?,2022-04-02 06:06:30+00:00,21022.0,
146,21668,334453988.0,0559230043 рекомендую,2022-04-02 06:03:52+00:00,21663.0,
147,21667,1352424980.0,"Опять же, может я неверно выразилась - там постоянно сквозит изо всех щелей. Была я во многих ущельях, по крайней мере тут на Севере. И вот такое, что сидишь и кутаешься от жутко холодного сквозняка даже на солнцепёке - только в Ала-Арче. И именно в Ала-Арче осень приходит самой первой – там первыми краснеют деревья и травы жухнут, когда вокруг еще даже намека нет.",2022-04-02 06:03:24+00:00,21660.0,
148,21666,171115995.0,Спасибо!,2022-04-02 06:02:31+00:00,21665.0,
149,21665,1024345620.0,"+996 555 500 435 ремонт стиральных машин, холодильников.",2022-04-02 06:02:21+00:00,21663.0,
150,21664,113029160.0,На lalafo много мастеров. Выбирайте кто понравится по голосу и готовности приехать в удобное Вам время,2022-04-02 06:02:18+00:00,21663.0,
151,21663,171115995.0,"Ребята, может кто сталкивался уже

Нужен контакт ремонта стиральных машин 😅",2022-04-02 06:00:49+00:00,,
152,21662,,,2022-04-02 05:59:28+00:00,21661.0,
153,21661,171115995.0,"Ехали с подругой в такси, она вышла, я расплачивалась. Таксист меня спросил ""а она что не местная что ли?""
Кажется я тоже иногда удачно мимикрирую 😂",2022-04-02 05:57:52+00:00,,
154,21660,946694385.0,"Ветер бывает, но обычно это к вечеру с дождем и когда ты уже на уровне Водопада по дороге на хижину Рацика",2022-04-02 05:57:26+00:00,21619.0,
155,21659,,"Внедрение прошло успешно,комрад",2022-04-02 05:56:23+00:00,21657.0,
156,21658,523561444.0,да местный ты уже),2022-04-02 05:54:25+00:00,21657.0,
157,21657,685524064.0,"А мне почему-то стали с трудом верить, что я не местный. Не знаю почему 🤔",2022-04-02 05:54:03+00:00,21035.0,
158,21654,5002912404.0,"Все верно, везде у нас джинсы по 1500,разве что  оптом взять ,будут дешевле в пять раз 😂 да и то не в пять ,а сомов на 500",2022-04-02 05:45:36+00:00,21650.0,
159,21653,523561444.0,"обещала дать вам ссылку на инстраграм, но не смогла найти их, а сегодня попались) едут на субботник в Боомское ущелье 

https://instagram.com/chaschistoty_kg?utm_medium=copy_link",2022-04-02 05:45:15+00:00,10656.0,
160,21652,147412887.0,"Подскажите, есть какие то ресурсы, где искать няню для ребенка 1.8 месяц возрастом в Бишкеке?
Садик имхо рановато.
Или есть контакты знакомых, кто готов часа 3 в день подрабатывать?",2022-04-02 05:45:04+00:00,,
161,21651,127791243.0,"Я вообще даже не знаю, где сейчас действительно торгуются. Хотя может это я не умею )) хоть родилась здесь и выросла, но прикола в торге так и не поняла ))",2022-04-02 05:44:39+00:00,,
162,21650,269811124.0,"помоему это миф про торг на дордое. Давно там уже не торгуется никто. Ладно если попадешь на владельца, он может и скинет, а если там сидит наемный продавец, он даже если хотел бы, скидку сделать не может
абсолютно нормальная цена купить джинсы за 1500",2022-04-02 05:41:53+00:00,,
163,21648,181241.0,"Думаю уже спрашивали, кто-то из России тут уже открывал ИП или ооо, нужна консультация по налогам, бухгалтерии для работы с Европой и другими странами, поделитесь контактами 🙏",2022-04-02 05:31:35+00:00,,
164,21647,880662023.0,"Ведите себя как местный русский,продавцы они же психологи",2022-04-02 05:30:22+00:00,21644.0,
165,21646,1024345620.0,"Вопрос не в национальности, а в поведении, говоре. В Кыргызстане много местных славян.",2022-04-02 05:29:39+00:00,21644.0,
166,21645,634673781.0,Для тех кто собирается в Ала-Арча,2022-04-02 05:26:09+00:00,,
167,21644,981554572.0,"У меня была идея взять кого-то из местных договариваться по ценам. Мы русские, нам не скидывали слишком сильно)) поэтому и цены такие. Но даже по таким ценам вышло дешевле, чем в России",2022-04-02 05:23:29+00:00,21643.0,
168,21643,299276702.0,"если торговаться, то ниже так вообще в 2-5 раз",2022-04-02 05:20:59+00:00,21642.0,
169,21642,981554572.0,"Мы съездили пару дней назад на рынок Дордой, купили мужскую рубашку 1200с., женские джинсы 1500 с, женские брюки 1300 с. Украшение женское 600 р
Цены ниже чем в России это точно. Раза а 1,5",2022-04-02 05:17:28+00:00,20984.0,
170,21641,1176525410.0,,2022-04-02 05:13:23+00:00,21640.0,
171,21640,240264063.0,"https://www.google.com/maps/place/%D0%93%D0%BE%D1%81%D1%82%D0%B8%D0%BD%D0%B8%D1%86%D0%B0/@42.5695886,74.4902895,13.51z/data=!4m15!1m6!3m5!1s0x3899390e1d012623:0xb1700de80803ccb5!2z0KXQuNC20LjQvdCwINCg0LDRhtC10LrQsA!8m2!3d42.5346731!4d74.529163!3m7!1s0x0:0xd08b38f8921644fd!5m2!4m1!1i2!8m2!3d42.5618901!4d74.4829229",2022-04-02 05:11:41+00:00,,
172,21639,523561444.0,"Он очень узнаваемый, двух или трехэтажный, красненький, красивенький)) на многих фото с ала арчи присутствует в инстаграме том же",2022-04-02 05:10:15+00:00,,
173,21638,1176525410.0,Мерси!,2022-04-02 05:09:47+00:00,21637.0,
174,21637,523561444.0,"Я один только знаю, при гостинице. В общем до упора езжайте, дальше все равно нельзя на авто",2022-04-02 05:09:24+00:00,21636.0,
175,21636,1176525410.0,К какому ресторану? Вроде два показывает,2022-04-02 05:08:43+00:00,21634.0,
176,21635,440649686.0,Тогда нормально 😋,2022-04-02 05:07:29+00:00,21631.0,
177,21634,523561444.0,"Подъезжайте к ресторану , а там пешком",2022-04-02 05:06:50+00:00,21628.0,
178,21633,1352424980.0,"И, немного попугаю – люди, здесь есть клещи. И весна время их высокой активности. Идете в горы – принимайте меры;",2022-04-02 05:06:39+00:00,,
179,21632,1176525410.0,Спасибо!!,2022-04-02 05:06:28+00:00,21630.0,
180,21631,240264063.0,мы без фанатизма и опыт уже есть,2022-04-02 05:04:52+00:00,21627.0,
181,21630,588586575.0,"Ала-Арча парк
Бишкек, Аламудунский район, Бишкек
https://go.2gis.com/2tffuq",2022-04-02 05:04:39+00:00,21628.0,
182,21629,1352424980.0,"Просто прихватите на что сесть, чтобы блокировать холод от земли и камней. А из одежды - может и жарко быть, но теплые вещи вам точно понадобятся, прихватите. Если далеко, обязательно берите с собой воду и, очень советую - дождевик. Дожди в горах приходят часто и быстро и так же уходят.",2022-04-02 05:03:38+00:00,,
